Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) 
830,12/8/2014,,11.5,13.6,-3.9,2.5,-8.2,-3,45
830,12/9/2014,,11.5,13.6,-4,5.1,-4.8,-1.8,43
830,12/10/2014,,11.5,13.6,-3.4,5.1,-4.3,-0.8,43
830,12/11/2014,,11.5,13.6,2.4,6.5,-3.5,0.8,43
830,12/12/2014,,11.5,13.7,3.4,5.8,1.5,3.8,43
830,12/13/2014,,12,14.1,-1.8,4,-1.8,1.8,46
830,12/14/2014,,12.1,14.1,-10.4,-1.8,-10.7,-4.7,43
830,12/15/2014,,12.1,14.1,-14.2,-2.7,-15.2,-11.5,44
830,12/16/2014,,12.1,14.2,-6.5,-3.9,-14.4,-8.2,41
830,12/17/2014,,12.2,14.3,-4.8,-2.4,-6.5,-4.7,43
830,12/18/2014,,12.2,14.3,-4.7,-0.9,-10.6,-5.6,40
830,12/19/2014,,12.3,14.5,-3.4,-0.8,-5.4,-3.4,41
830,12/20/2014,,12.8,14.8,-8.3,-1.1,-8.3,-3.1,48
830,12/21/2014,,13.6,16,-0.4,0,-8.6,-2.7,52
830,12/22/2014,,15.5,17.6,-3.4,1.1,-3.8,-1.3,63
830,12/23/2014,,16,17.8,-14.7,-2.8,-14.7,-5.7,62
830,12/24/2014,,16,17.9,-4.7,-0.1,-15.5,-8.4,59
830,12/25/2014,,17.3,19,-8.1,-1.8,-8.1,-4.2,72
830,12/26/2014,,17.3,19,-19.9,-7.4,-19.9,-11.1,70
830,12/27/2014,,17.3,19,-20,-7.4,-20.6,-13.4,68
830,12/28/2014,,17.6,19.2,-6.7,-6.5,-20.4,-11.7,68
830,12/29/2014,,17.7,19.5,-10.3,-6.1,-16.3,-8.9,68
830,12/30/2014,,17.7,19.5,-14.7,-8.1,-19.2,-13.8,62
830,12/31/2014,,17.7,19.5,-21.1,-12.4,-23.2,-17.9,57
830,1/1/2015,,17.7,19.5,-14.6,-3.8,-21.1,-12.8,51
830,1/2/2015,,17.7,19.5,-10.3,-1.8,-14.7,-9.7,54
830,1/3/2015,,17.8,19.8,-4.3,0.1,-10.8,-5.6,56
830,1/4/2015,,17.8,19.8,-8.6,-4.3,-13.9,-8.5,52
830,1/5/2015,,17.8,20.2,-1.8,-1.6,-8.6,-3.5,51
830,1/6/2015,,18.3,20.8,2.4,3.2,-2.2,-0.3,58
830,1/7/2015,,18.4,21,-1.1,7.9,-3.6,1.1,56
830,1/8/2015,,18.4,21,-3.2,7.8,-3.2,0.3,55
830,1/9/2015,,18.4,21,-8.1,6.8,-8.2,-3,56
830,1/10/2015,,18.4,21,-4,4.6,-8.7,-4.3,57
830,1/11/2015,,18.4,21,-0.8,3.5,-5.7,-1.4,56
830,1/12/2015,,18.4,21.2,-1.8,3.4,-4,-0.8,56
830,1/13/2015,,18.7,21.3,-11.5,-0.1,-11.5,-3.4,60
830,1/14/2015,,18.7,21.3,-13.1,-2.2,-13.6,-10.5,60
830,1/15/2015,,18.7,21.3,-6.1,1.8,-13.4,-8.1,58
830,1/16/2015,,18.9,21.5,-1.5,1.8,-7.1,-2.6,58
830,1/17/2015,,19.7,22.4,-13.6,0,-13.6,-3.7,66
830,1/18/2015,,20,22.9,2.4,2.4,-15,-4.9,69
830,1/19/2015,,20.7,23.3,-4.7,2.4,-5.2,0.3,68
830,1/20/2015,,20.8,23.3,-11.9,-2.6,-13.2,-7.2,63
830,1/21/2015,,20.8,23.3,-17.9,-4.2,-17.9,-12.7,65
830,1/22/2015,,20.8,23.3,-13.7,-1.3,-18,-12.8,67
830,1/23/2015,,20.8,23.3,-6,2.9,-14,-7.4,66
830,1/24/2015,,20.8,23.4,-3.7,0.7,-10.7,-6.1,66
830,1/25/2015,,20.8,23.5,2.2,4.4,-3.7,1.5,63
830,1/26/2015,,20.9,23.6,-2.1,9,-2.4,2.4,64
830,1/27/2015,,20.9,23.6,0.7,11.7,-2.3,3.4,64
830,1/28/2015,,21.1,23.8,-0.3,7.8,-2.6,1.4,65
830,1/29/2015,,21.1,23.8,-10,2.9,-11.8,-4,65
830,1/30/2015,,21.2,23.8,-9.2,3,-11.4,-6,64
830,1/31/2015,,21.2,23.8,-12.7,2.8,-12.7,-7.1,64
830,2/1/2015,,21.2,23.8,-8,2.6,-13,-6.1,64
830,2/2/2015,,21.4,24.1,-2,3,-9.9,-2.7,67
830,2/3/2015,,21.8,24.3,-0.8,2.8,-4.8,-0.4,68
830,2/4/2015,,22.2,24.7,-1.5,2.1,-1.5,-0.1,70
830,2/5/2015,,22.5,25.1,0.5,4.5,-2.2,0.3,71
830,2/6/2015,,22.5,25.1,5.2,6.4,0.4,3.7,70
830,2/7/2015,,23.4,26,1,8.4,0.8,4.6,73
830,2/8/2015,,24.5,27.1,0.5,3.8,0.1,1.5,73
830,2/9/2015,,24.6,27.4,1.4,5.9,-4.4,1.5,73
830,2/10/2015,,25.7,28.3,-2,2.8,-2,0.4,73
830,2/11/2015,,26.1,28.5,-6.8,2.5,-7.6,-2.8,73
830,2/12/2015,,26.1,28.6,-3.7,5.1,-7.6,-2.7,73
830,2/13/2015,,26.1,28.7,-6.1,11.6,-8,-1.5,73
830,2/14/2015,,26.1,28.7,-0.6,11.1,-6.5,0.4,73
830,2/15/2015,,26.1,28.7,-2.7,11.9,-2.7,2.8,73
830,2/16/2015,,26.1,28.7,-9.5,4.9,-10.2,-3.7,74
830,2/17/2015,,26.1,28.7,-12,2.6,-13.2,-7.6,75
830,2/18/2015,,26.1,28.7,-7.8,3.7,-12.9,-6.6,74
830,2/19/2015,,26.1,28.7,1.3,11.2,-8.2,-0.9,75
830,2/20/2015,,26.1,28.7,-2.8,8.4,-2.8,2.3,74
830,2/21/2015,,26.1,28.7,-8.6,0.7,-8.7,-3.4,74
830,2/22/2015,,26.1,28.7,-8.1,0.4,-12.9,-6.5,65
830,2/23/2015,,26.1,28.7,-20.3,-4.2,-20.4,-13.2,66
830,2/24/2015,,26.1,28.7,-10.4,2.7,-21.8,-11.4,70
830,2/25/2015,,26.1,28.7,-1.3,6.9,-10.5,-1.8,71
830,2/26/2015,,26.1,28.7,-4.6,3,-6.2,-2.4,72
830,2/27/2015,,26.1,28.7,-8.2,0.3,-11.2,-4.7,72
830,2/28/2015,,26.1,28.7,-5.5,0.4,-8.9,-4.9,70
830,3/1/2015,,26.1,28.7,-6.1,2.1,-11.3,-4.6,68
830,3/2/2015,,26.1,28.7,-13.4,1.3,-13.8,-7.6,73
830,3/3/2015,,26.1,28.7,-6.9,4,-15,-6.7,71
830,3/4/2015,,26.1,28.7,-15.3,-1.4,-15.3,-7.8,66
830,3/5/2015,,26.2,28.7,-12.8,1.4,-17.9,-10.3,70
830,3/6/2015,,26.3,28.8,-5.2,7.5,-12.8,-3.8,71
830,3/7/2015,,26.3,28.9,-4.9,10.5,-7.6,-0.6,72
830,3/8/2015,,26.3,28.9,-7.2,9.9,-7.2,-0.2,72
830,3/9/2015,,26.3,28.9,-6.8,11.9,-8.5,-0.9,72
830,3/10/2015,,26.3,28.9,-2.7,11.1,-8.2,0.1,72
830,3/11/2015,,26.3,29,5.4,12.8,-5.5,2.9,70
830,3/12/2015,,26.3,29.1,1.4,9.9,1.2,3.5,66
830,3/13/2015,,26.3,29.2,-4.1,9.4,-4.1,2.4,71
830,3/14/2015,,26.4,29.2,5.7,12.2,-4.7,3.6,70
830,3/15/2015,,26.3,29.4,4.5,11.5,1.5,5.5,68
830,3/16/2015,,25.8,29.4,3.8,9.5,3.8,6.8,67
830,3/17/2015,,25.8,29.4,5.1,7.4,2.1,4,65
830,3/18/2015,,25.6,29.4,0.3,6.2,-0.3,3.3,64
830,3/19/2015,,25.3,29.4,-6.4,5.9,-6.4,0.1,65
830,3/20/2015,,25.1,29.4,-3,12,-8.7,0.3,61
830,3/21/2015,,25.1,29.4,2.6,13.2,-4.1,3.9,60
830,3/22/2015,,24.8,29.4,-3.7,9.7,-3.7,3.3,59
830,3/23/2015,,24.9,29.4,2.7,8.6,-6.2,1.7,58
830,3/24/2015,,25.3,29.9,-4.1,4.1,-6.3,-1.8,60
830,3/25/2015,,26.2,30.8,-9.5,0.2,-9.5,-3.7,64
830,3/26/2015,,26.3,30.8,-6.6,5.8,-12.6,-3.5,64
830,3/27/2015,,26.2,30.9,-0.9,14.3,-7,2.4,64
830,3/28/2015,,26.2,30.9,4.1,17.5,-2.3,5.9,62
830,3/29/2015,,26.1,30.9,-6,6.6,-6.1,1.8,63
830,3/30/2015,,26.3,31,-3.1,12.2,-7,1.5,60
830,3/31/2015,,26.3,31,6.6,16.2,-3.7,5.9,59
830,4/1/2015,,26.1,31,-5,12.9,-5.5,3.6,55
830,4/2/2015,,26,31,-11.6,3,-11.7,-4.7,56
830,4/3/2015,,25.9,31,-13.7,2.8,-13.7,-7.6,55
830,4/4/2015,,26.2,31.2,-4.9,3.5,-15,-4.4,59
830,4/5/2015,,26.5,31.3,-2.6,2.6,-4.9,-1.2,59
830,4/6/2015,,27,31.7,-3.1,4.2,-5.2,-1.8,61
830,4/7/2015,,27.2,31.9,-11.8,3.4,-12,-4.7,61
830,4/8/2015,,27.5,32.1,-1.5,3.5,-11.8,-1.6,60
830,4/9/2015,,27.4,32.1,-3.2,8.9,-5.6,0.4,59
830,4/10/2015,,27.4,32.1,-6.4,7.5,-8.2,-1.3,59
830,4/11/2015,,27.4,32.1,0.7,11.2,-7.3,1.6,58
830,4/12/2015,,27.8,32.5,-6,5.6,-6,0.3,61
830,4/13/2015,,27.7,32.5,-7.4,5.5,-9.4,-2.7,60
830,4/14/2015,,27.9,32.5,7,13.3,-7.4,4.6,58
830,4/15/2015,,27.7,32.6,-7.9,7,-7.9,-2.2,60
830,4/16/2015,,27.7,32.6,-8.3,3.7,-8.9,-3.6,58
830,4/17/2015,,27.7,32.7,-4,10.7,-10,0.5,57
830,4/18/2015,,27.6,32.7,-0.9,14.9,-6,4.2,55
830,4/19/2015,,27.2,32.7,-2.8,12.9,-3.8,4.2,54
830,4/20/2015,,26.8,32.7,-1.8,12.8,-3.4,4,52
830,4/21/2015,,26.1,32.7,-1.8,14.1,-3.7,4.2,49
830,4/22/2015,,25.2,32.7,-0.9,15,-3,5.1,48
830,4/23/2015,,24.1,32.7,0.6,14.9,-2.4,5.8,47
830,4/24/2015,,23.2,32.7,0.2,11.4,-4.3,3.8,42
830,4/25/2015,,22.9,32.8,-3.7,5.4,-3.7,0.6,42
830,4/26/2015,,22.9,32.8,-2.6,3.7,-6.5,-0.9,39
830,4/27/2015,,22.5,32.8,-6.3,5.6,-6.3,-0.6,44
830,4/28/2015,,22.1,32.9,-0.9,12.1,-7,2.5,41
830,4/29/2015,,21.2,32.9,3.6,16,-2,6.4,39
830,4/30/2015,,20.1,32.9,0.4,15.5,0.4,7.7,38
830,5/1/2015,,19.2,32.9,-2.1,12.8,-5.9,3.7,35
830,5/2/2015,,18.3,33,-0.6,16,-3.6,5.8,34
830,5/3/2015,,17.2,33,1.2,17.2,-0.8,7.2,33
830,5/4/2015,,16.2,33,0.3,16.5,0.3,7.4,30
830,5/5/2015,,15.2,33,3.5,19.2,0.1,8.1,27
830,5/6/2015,,14.1,33,-2.2,15.5,-2.3,6.6,27
830,5/7/2015,,13.6,33,-2.7,9.1,-3.7,2.4,23
830,5/8/2015,,13.8,33.2,2.4,6,-3.4,1.7,26
830,5/9/2015,,13.2,33.2,1.2,11,0.2,4,27
830,5/10/2015,,12.2,33.2,-2,11.8,-2.3,4.5,23
830,5/11/2015,,11.3,33.2,2.4,13.1,-2.9,4.9,24
830,5/12/2015,,10.8,33.4,2.7,12.7,2.2,5.6,20
830,5/13/2015,,10.2,33.6,1,10.4,1,5.7,17
830,5/14/2015,,9.2,33.6,1.6,9.8,-1.8,3.7,16
830,5/15/2015,,8.2,33.6,3.6,12.3,-0.3,6.4,16
830,5/16/2015,,7.7,34,2.6,8.1,1.3,3.9,15
830,5/17/2015,,6.9,34.3,1.3,8.9,1.3,4,13
830,5/18/2015,,6.6,34.5,3.6,9.7,-0.8,3.7,11
830,5/19/2015,,5.9,34.8,3.3,9.4,2.3,4.7,11
830,5/20/2015,,5.1,35.4,2.4,11,2.2,4.4,9
830,5/21/2015,,4.3,35.8,3.7,10.5,2.3,5.1,8
830,5/22/2015,,3.6,36.2,0.6,11.6,0.6,5.2,5
830,5/23/2015,,3,36.3,2.1,14,0.1,4.8,5
830,5/24/2015,,2.2,36.5,2.2,15.8,0.8,6.5,4
830,5/25/2015,,1.6,36.7,2.8,14.7,1.8,7.2,3
830,5/26/2015,,0.8,36.8,2.1,15.9,0.8,7,3
830,5/27/2015,,0.4,36.8,2.3,14.3,0,6.7,2
830,5/28/2015,,0.2,36.8,0.1,13.1,0.1,5.8,1
830,5/29/2015,,0,36.8,3.4,15,-0.3,7.5,0
830,5/30/2015,,0,36.8,7.8,18,2.4,10,0
830,5/31/2015,,0,36.9,6.1,18.8,6.1,12.7,0
830,6/1/2015,,0,36.9,13.7,22,4.7,14.1,0
830,6/2/2015,,0,37.4,4.2,14,4.1,8.8,0
830,6/3/2015,,0,37.5,1.3,12.8,1.3,7.7,0
830,6/4/2015,,0,37.6,0.8,13.9,0.7,7.5,0
830,6/5/2015,,0,37.6,7.9,16.3,0.8,8.9,0
830,6/6/2015,,0,37.7,4.2,19.4,3.4,9.9,0
830,6/7/2015,,0,37.9,5.7,18.8,3.9,11.7,0
830,6/8/2015,,0,38,8.6,20.5,4.5,13.6,0
830,6/9/2015,,0,38,9.8,23.4,7.1,16,0
830,6/10/2015,,0,38,11.2,26.2,8.4,16,0
830,6/11/2015,,0,38,7.7,19.7,7.7,14.4,0
830,6/12/2015,,0,38,8.7,21.9,6.1,14.9,0
830,6/13/2015,,0,38,4.5,19.8,4.5,13,0
830,6/14/2015,,0,38,2.7,19.2,1.5,10.9,0
830,6/15/2015,,0,38,7.6,20,1.2,11.7,0
830,6/16/2015,,0,38,9.4,22.7,5.1,14.8,0
830,6/17/2015,,0,38,6.8,21,6.4,13.8,0
830,6/18/2015,,0,38,7.6,23,5.8,14.7,0
830,6/19/2015,,0,38,8.6,24,6.4,15.6,0
830,6/20/2015,,0,38,6.8,20.1,6.7,13.3,0
830,6/21/2015,,0,38,9.6,19.8,3.2,13,0
830,6/22/2015,,0,38,8.9,19.8,7.2,14,0
830,6/23/2015,,0,38,5.9,19.5,5.4,13.1,0
830,6/24/2015,,0,38,8.6,23.2,4.9,15.2,0
830,6/25/2015,,0,38,8.8,24.6,7,16,0
830,6/26/2015,,0,38,9.7,24.2,7.2,16.5,0
830,6/27/2015,,0,38,11,28.4,9.7,20.1,0
830,6/28/2015,,0,38,13.6,29.2,10.8,20.3,0
830,6/29/2015,,0,38,20.6,32.5,12.3,22.5,0
830,6/30/2015,,0,38,15.2,29.7,14,22.7,0
830,7/1/2015,,0,38,10.9,28,10.9,20.3,0
830,7/2/2015,,0,38,11.5,27.5,10.2,19.2,0
830,7/3/2015,,0,38,11.8,28.5,9.2,19.8,0
830,7/4/2015,,0,38,12.4,27.8,10.6,19.5,0
830,7/5/2015,,0,38,13.2,28.1,11.1,19.8,0
830,7/6/2015,,0,38,9.8,21,8.2,14.3,0
830,7/7/2015,,0,38,9.6,23.1,8.6,15.6,0
830,7/8/2015,,0,38,9.4,24.7,8.5,15.9,0
830,7/9/2015,,0,38,7.1,21,6.8,12.9,0
830,7/10/2015,,0,38.1,10.1,21.1,7.1,13.8,0
830,7/11/2015,,0,38.2,8.1,14.6,7.4,11.1,0
830,7/12/2015,,0,38.4,7.7,16.5,6.5,10.7,0
830,7/13/2015,,0,38.5,5.5,18.3,5.5,11.8,0
830,7/14/2015,,0,38.7,5.8,18.3,4.2,9.7,0
830,7/15/2015,,0,38.7,7.2,20.9,4.2,12.9,0
830,7/16/2015,,0,38.7,6.6,20.9,5.2,13,0
830,7/17/2015,,0,38.7,8.7,20,5.5,13.1,0
830,7/18/2015,,0,38.7,4.6,14.8,3.6,10.2,0
830,7/19/2015,,0,38.8,3.8,18.2,3.8,9,0
830,7/20/2015,,0,38.8,6.9,21.1,3,12.6,0
830,7/21/2015,,0,38.8,9.2,24.4,6,15.8,0
830,7/22/2015,,0,38.8,11.5,23.5,7.8,16,0
830,7/23/2015,,0,38.9,8.4,19.1,8.4,13.1,0
830,7/24/2015,,0,39,7.1,19.4,4.8,12.1,0
830,7/25/2015,,0,39,7.2,21.2,6.5,13.8,0
830,7/26/2015,,0,39,6.9,21.5,6.1,13.8,0
830,7/27/2015,,0,39,7.7,21.3,5.8,13.3,0
830,7/28/2015,,0,39.1,0,12.3,0,7.6,0
830,7/29/2015,,0,39.1,2.5,16.5,-2,7.8,0
830,7/30/2015,,0,39.1,5,21.6,1.3,11.8,0
830,7/31/2015,,0,39.1,7.9,24.6,4.1,14.9,0
830,8/1/2015,,0,39.1,10,27.6,6.7,17.7,0
830,8/2/2015,,0,39.1,11.1,28.7,8,18.7,0
830,8/3/2015,,0,39.1,14.3,30,9.5,19.7,0
830,8/4/2015,,0,39.1,8.8,20.2,8.6,15.3,0
830,8/5/2015,,0,39.1,13.7,23.4,7.7,16.3,0
830,8/6/2015,,0,39.7,5,17.5,5,10.6,0
830,8/7/2015,,0,39.7,5.7,19.9,4.7,12.2,0
830,8/8/2015,,0,39.7,9.7,21.6,4.1,13.2,0
830,8/9/2015,,0,39.8,8.2,16.1,7.1,10.8,0
830,8/10/2015,,0,39.8,14,22.1,5.6,14.7,0
830,8/11/2015,,0,39.8,12.8,23.7,10.6,16.6,0
830,8/12/2015,,0,39.8,15.6,26.8,10.6,19.2,0
830,8/13/2015,,0,39.8,14,26,11.6,18.9,0
830,8/14/2015,,0,39.8,17.9,27.2,12.6,20.3,0
830,8/15/2015,,0,39.9,9.8,26.6,9.8,19,0
830,8/16/2015,,0,39.9,9.4,20.8,3.4,12.9,0
830,8/17/2015,,0,39.9,5.5,21.4,3.5,12.3,0
830,8/18/2015,,0,39.9,4.9,20.9,4.4,12.7,0
830,8/19/2015,,0,39.9,6.6,21.1,2.9,12.4,0
830,8/20/2015,,0,39.9,7.5,21.4,6.1,13.7,0
830,8/21/2015,,0,39.9,8.1,23.7,5.5,14.3,0
830,8/22/2015,,0,39.9,9.2,21.6,8.1,14.4,0
830,8/23/2015,,0,39.9,6.1,20.1,0.1,11.1,0
830,8/24/2015,,0,39.9,9.6,25,4,14.2,0
830,8/25/2015,,0,39.9,10.7,26.1,9.6,17.3,0
830,8/26/2015,,0,39.9,9.4,27.5,9.4,17.8,0
830,8/27/2015,,0,39.9,10.8,26.7,8.4,17.7,0
830,8/28/2015,,0,39.9,7.9,23.5,7.9,15.8,0
830,8/29/2015,,0,39.9,14.6,25.9,7.8,17.2,0
830,8/30/2015,,0,40,9.8,21.9,9.8,17.4,0
830,8/31/2015,,0,40.1,3.3,16.7,3.3,10.2,0
830,9/1/2015,,0,40.1,5.4,18.7,2.6,10.6,0
830,9/2/2015,,0,40.1,10.9,23.2,4,13.7,0
830,9/3/2015,,0,40.1,13,19,8.6,13.7,0
830,9/4/2015,,0,40.1,4.9,16,4.5,9.8,0
830,9/5/2015,,0,40.2,3.5,13.4,2.6,7.4,0
830,9/6/2015,,0,40.2,-1.2,5,-2.2,1.6,0
830,9/7/2015,,0,40.2,0.7,12.6,-3.6,4.2,0
830,9/8/2015,,0,40.2,0.6,15.6,-0.2,6.9,0
830,9/9/2015,,0,40.2,5.8,19,0.3,9.4,0
830,9/10/2015,,0,40.2,6.6,22.9,4.7,13.7,0
830,9/11/2015,,0,40.2,6.2,24,6.2,14.2,0
830,9/12/2015,,0,40.2,7.1,25.8,5.4,14.4,0
830,9/13/2015,,0,40.2,12.9,25.6,6.6,15.9,0
830,9/14/2015,,0,40.2,6.6,23.2,6.6,15.8,0
830,9/15/2015,,0,40.3,7.1,16,6.6,10.9,0
830,9/16/2015,,0,41.1,2,9.5,2,5.8,0
830,9/17/2015,,0,41.3,2.2,6.6,0.5,3.3,0
830,9/18/2015,,0,41.8,0.4,5.9,0.1,2.2,0
830,9/19/2015,,0,41.8,-0.4,12,-1.8,4.1,0
830,9/20/2015,,0,41.8,2.5,15.9,-1,6.6,0
830,9/21/2015,,0,41.8,8.2,19.9,1.8,10.8,0
830,9/22/2015,,0,41.8,4.6,20.2,4.5,11.8,0
830,9/23/2015,,0,41.8,5.5,22.2,4.5,11.8,0
830,9/24/2015,,0,41.8,4.4,20,4.1,10.7,0
830,9/25/2015,,0,41.8,12.3,22.7,3.9,12.9,0
830,9/26/2015,,0,41.8,10.7,23.7,8,15.8,0
830,9/27/2015,,0,41.8,4.8,20,4.8,12.8,0
830,9/28/2015,,0,41.8,3.7,19.9,2.9,9.6,0
830,9/29/2015,,0,41.8,5.7,20.2,2.5,10.2,0
830,9/30/2015,,0,41.8,7.5,21.2,2.8,11,0
830,9/30/2015,23:59,-99.9,41.8,-99.9,-99.9,-99.9,-99.9,-99.9
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
     ,,,,,,,,,
